Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Final URL,Campaign Status,Ad Group Status,Status,Comment
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero refrigerator ice maker doesn t work,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker on sub zero fridge not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker on sub zero fridge not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker in sub zero fridge not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker in sub zero fridge not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker not working on sub zero fridge,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker not working on sub zero fridge,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge ice maker and water not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge ice maker and water not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge ice maker not making ice,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge ice maker not making ice,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,repair ice maker sub zero,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,repair ice maker sub zero,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero undercounter ice maker repair,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero undercounter ice maker repair,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero repair ice maker,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero repair ice maker,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,repair sub zero ice maker,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,repair sub zero ice maker,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero icemaker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero icemaker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero french door fridge ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero french door fridge ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero in door ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero in door ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker not working but water does,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker not working but water does,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero french door ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero french door ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,in door sub zero ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,in door sub zero ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero performance ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero performance ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero door ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero door ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero automatic ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero automatic ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,my sub zero ice maker is not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,my sub zero ice maker is not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero refrigerator french door ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero refrigerator french door ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero undercounter ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero undercounter ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker in door not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker in door not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker not working on sub zero french door refrigerator,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker not working on sub zero french door refrigerator,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker sub zero not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker sub zero not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker auger not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero ice maker auger not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker not working sub zero,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,ice maker not working sub zero,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge freezer ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero fridge freezer ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,new sub zero ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,new sub zero ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero french door refrigerator ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero french door refrigerator ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero refrigerator ice machine not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero refrigerator ice machine not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,sub zero refrigerator ice maker leaking,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,sub zero refrigerator ice maker leaking,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,sub zero refrigerator leaking water from ice maker,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,sub zero refrigerator leaking water from ice maker,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,sub zero refrigerator ice maker leaking water,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,sub zero refrigerator ice maker leaking water,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero service ice maker,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,sub zero service ice maker,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,how to troubleshoot sub zero ice maker,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,how to troubleshoot sub zero ice maker,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,why is my sub zero fridge freezing,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Freezing Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,why is my sub zero fridge freezing,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Freezing Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero appliance repair near me,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero appliance repair near me,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero repair near me,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero repair near me,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero appliance repair,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero appliance repair,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero service,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero service,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero refrigerator repair near me,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero refrigerator repair near me,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero repair,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,best sub zero repair,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,how to fix sub zero fridge,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,how to fix sub zero fridge,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,why is my sub zero fridge leaking water,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,why is my sub zero fridge leaking water,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why did my sub zero refrigerator stop making ice,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why did my sub zero refrigerator stop making ice,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why is my sub zero refrigerator not getting cold,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why is my sub zero refrigerator not getting cold,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Freezer Repair,how to fix sub zero freezer,Exact,37.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Freezer Repair,how to fix sub zero freezer,Phrase,37.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,how to fix sub zero ice maker,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,how to fix sub zero ice maker,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,how to repair a sub zero ice maker,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,how to repair a sub zero ice maker,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,why is my sub zero freezer not freezing,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Freezing Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,why is my sub zero freezer not freezing,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Freezing Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why is my sub zero refrigerator not cooling,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why is my sub zero refrigerator not cooling,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why my sub zero refrigerator is not cooling,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why my sub zero refrigerator is not cooling,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why sub zero refrigerator not cooling,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why sub zero refrigerator not cooling,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,why is my sub zero refrigerator leaking water,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,why is my sub zero refrigerator leaking water,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero not making ice,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero not making ice,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,how to repair sub zero refrigerator,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,how to repair sub zero refrigerator,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why is my sub zero fridge not cooling,Exact,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,why is my sub zero fridge not cooling,Phrase,42.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Cooling Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero refrigerator not making ice,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero refrigerator not making ice,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero fridge not making ice,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero fridge not making ice,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why isn t my sub zero ice maker working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why isn t my sub zero ice maker working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero ice maker not working,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,why is my sub zero ice maker not working,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Repair | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Working Issues,sub zero defrost problem,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Working Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Working Issues,sub zero defrost problem,Phrase,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Working Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Service,sub zero ice services,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Service | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Service,sub zero ice services,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Service | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,sub zero not freezing,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Freezing Issues | Exact
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,sub zero not freezing,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Not Freezing Issues | Phrase
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,sub zero freon leak repair,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Exact
SZ_Search_BayArea_ExactPhrase_2026,Core Brand Repair,sub zero freon leak repair,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Core Brand Repair | Phrase
