Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Final URL,Campaign Status,Ad Group Status,Status,Comment
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero freon leak repair,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero freon leak repair,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge alarm keeps going off,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge alarm keeps going off,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge and freezer not cooling,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge and freezer not cooling,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge beeping,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Exact
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge beeping,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Phrase
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge beeping wrench,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Exact
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge beeping wrench,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge broken,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge broken,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge control panel not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge control panel not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge cooling problem,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge cooling problem,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge dispenser not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge dispenser not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door alarm problem,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door alarm problem,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door handle loose,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door handle loose,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge door hinge problems,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Exact
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge door hinge problems,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door not sealing,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door not sealing,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door problems,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge door problems,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge double door not cooling,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge double door not cooling,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge drain blocked,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge drain blocked,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Noise And Fan Repair,sub zero fridge fan not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Noise And Fan Repair | Exact
SZ_Search_BayArea_Full_PRO,Noise And Fan Repair,sub zero fridge fan not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Noise And Fan Repair | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge fix,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge fix,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Noise And Fan Repair,sub zero fridge freezer fan not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Noise And Fan Repair | Exact
SZ_Search_BayArea_Full_PRO,Noise And Fan Repair,sub zero fridge freezer fan not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Noise And Fan Repair | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Not Working,sub zero fridge freezer fridge not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Not Working | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Not Working,sub zero fridge freezer fridge not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Not Working | Phrase
SZ_Search_BayArea_Full_PRO,Ice Maker Not Working,sub zero fridge freezer ice maker not working,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Not Working | Exact
SZ_Search_BayArea_Full_PRO,Ice Maker Not Working,sub zero fridge freezer ice maker not working,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Not Working | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer led light not working,Exact,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Exact
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer led light not working,Phrase,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer light not working,Exact,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Exact
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer light not working,Phrase,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge freezer not cold,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge freezer not cold,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge freezer not cooling,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge freezer not cooling,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Not Freezing,sub zero fridge freezer not freezing,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Freezing | Exact
SZ_Search_BayArea_Full_PRO,Freezer Not Freezing,sub zero fridge freezer not freezing,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Freezing | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Not Working,sub zero fridge freezer not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Working | Exact
SZ_Search_BayArea_Full_PRO,Freezer Not Working,sub zero fridge freezer not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Working | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer problems,Exact,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Exact
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer problems,Phrase,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Repair Core,sub zero fridge freezer repair,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Freezer Repair Core,sub zero fridge freezer repair,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Repair Core,sub zero fridge freezer repairs,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Freezer Repair Core,sub zero fridge freezer repairs,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Near Me Core,sub zero fridge freezer repairs near me,Exact,41.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Near Me Core | Exact
SZ_Search_BayArea_Full_PRO,Near Me Core,sub zero fridge freezer repairs near me,Phrase,41.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Near Me Core | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Not Working,sub zero fridge freezer stopped working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Working | Exact
SZ_Search_BayArea_Full_PRO,Freezer Not Working,sub zero fridge freezer stopped working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Working | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer temperature problem,Exact,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Exact
SZ_Search_BayArea_Full_PRO,Freezer Service Core,sub zero fridge freezer temperature problem,Phrase,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Service Core | Phrase
SZ_Search_BayArea_Full_PRO,Ice Maker Not Working,sub zero fridge ice dispenser not working,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Not Working | Exact
SZ_Search_BayArea_Full_PRO,Ice Maker Not Working,sub zero fridge ice dispenser not working,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Not Working | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice machine not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice machine not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker and water not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker and water not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero fridge ice maker leaking,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero fridge ice maker leaking,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker not dispensing,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker not dispensing,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Ice Not Making,sub zero fridge ice maker not making ice,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Not Making | Exact
SZ_Search_BayArea_Full_PRO,Ice Not Making,sub zero fridge ice maker not making ice,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Not Making | Phrase
SZ_Search_BayArea_Full_PRO,Ice Maker Not Working,sub zero fridge ice maker not working,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Not Working | Exact
SZ_Search_BayArea_Full_PRO,Ice Maker Not Working,sub zero fridge ice maker not working,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Maker Not Working | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker problems,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker problems,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker repair,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker repair,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker stopped working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge ice maker stopped working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge is not cooling,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge is not cooling,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge keeps beeping,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Exact
SZ_Search_BayArea_Full_PRO,Door Ajar Beeping,sub zero fridge keeps beeping,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Door Ajar Beeping | Phrase
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero fridge leaking water,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero fridge leaking water,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero fridge leaking water from bottom,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Exact
SZ_Search_BayArea_Full_PRO,Water Leak Repair,sub zero fridge leaking water from bottom,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Leak Repair | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge lights not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge lights not working,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Service Core,sub zero fridge maintenance,Exact,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Service Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Service Core,sub zero fridge maintenance,Phrase,32.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Service Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge making humming noise,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge making humming noise,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Technician Request,sub zero fridge mechanic,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Technician Request | Exact
SZ_Search_BayArea_Full_PRO,Technician Request,sub zero fridge mechanic,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Technician Request | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge not,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge not,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling after power outage,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling after power outage,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but freezer is,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but freezer is,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but freezer is cold,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but freezer is cold,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but freezer working,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but freezer working,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Warm Freezer Cold,sub zero fridge not cooling but freezer works,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Warm Freezer Cold | Exact
SZ_Search_BayArea_Full_PRO,Fridge Warm Freezer Cold,sub zero fridge not cooling but freezer works,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Warm Freezer Cold | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but light is on,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling but light is on,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling enough,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling enough,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling freezer fine,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not cooling freezer fine,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge not defrosting,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge not defrosting,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Water Dispenser Repair,sub zero fridge not dispensing water,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Dispenser Repair | Exact
SZ_Search_BayArea_Full_PRO,Water Dispenser Repair,sub zero fridge not dispensing water,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Water Dispenser Repair | Phrase
SZ_Search_BayArea_Full_PRO,Freezer Not Freezing,sub zero fridge not freezing,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Freezing | Exact
SZ_Search_BayArea_Full_PRO,Freezer Not Freezing,sub zero fridge not freezing,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Freezer Not Freezing | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not getting cold,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not getting cold,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not getting cold enough,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Exact
SZ_Search_BayArea_Full_PRO,Fridge Not Cooling,sub zero fridge not getting cold enough,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Fridge Not Cooling | Phrase
SZ_Search_BayArea_Full_PRO,Ice Not Making,sub zero fridge not making ice,Exact,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Not Making | Exact
SZ_Search_BayArea_Full_PRO,Ice Not Making,sub zero fridge not making ice,Phrase,39.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Ice Not Making | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge not turning on,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Exact
SZ_Search_BayArea_Full_PRO,Refrigerator Repair Core,sub zero fridge not turning on,Phrase,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Repair Core | Phrase
SZ_Search_BayArea_Full_PRO,Refrigerator Not Working,sub zero fridge not working,Exact,35.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Refrigerator Not Working | Exact
